name,ratings,date,helpful,comment
何建興,2,2020年5月3日,0,",I.Iii小入.中ipi。fT,'..,% ...if一. 一,一i「f.傳…':'.. Y . . .. 一可 , -:六 .有.r 卜.....,.1. 甲。f一÷真..钾女一…s!1"
roro lo,3,2020年5月31日,0,很方便，但廣告多
盧淑貞,5,2020年5月21日,0,最近都看不到這個頻道
vault vault,1,2020年4月4日,2,最近播完一集都會出現一個類似問卷的訊息 只能強制關閉程式重開
Roderick Lu,1,2020年4月15日,0,廣告真的很煩，看30秒之後還有，直接刪除
艾小艾,4,2020年4月27日,2,希望可以增加舊的+新的優質劇，感謝分享~
楊孟潔,3,2020年4月30日,1,可以多更新泰劇更新太慢想看泰國綜藝及劇，希望能夠改善一定使我使用評頻率加大
田小姐,3,2020年5月6日,35,每個禮拜更新，擾人，看個劇廣告比劇還長，一直廣告
賤jETt傑特,4,2020年4月14日,1,請重新上架Kiss me again(泰劇BL)片源找不到！！
Ken Luo,4,2020年5月7日,1,很多新的或很夯的台灣本土連續劇 ~~~！
林小卉,2,2020年6月3日,0,聲音會突然變小聲 希望改進
Xiaomi Redmi,1,2020年5月10日,0,多一些垃圾廣告很，每一秒都在廣告
沈財銘,4,2020年5月12日,1,很可以，雖然廣告多了一點。
徐慈玲,5,2020年4月8日,1,太好玩了，這遊戲是我玩過最好玩的，快來加入哦!
王宥棚,2,2020年4月22日,1,有多想要看的劇都沒有，就算許願還是沒用
黃宥潼,5,2020年5月22日,0,簡單明瞭、影片多
黄琬智,4,2020年5月29日,0,提早跟上首播，不需等到00:00
arriors W,1,2020年5月31日,40,480p真的不行，那畫質肉眼看連480p都不到吧，bug也有多到..
Dayo Ajayi,5,2020年3月19日,3,打擊感強烈，配合度高，策略性強。可是上次我在網址ḌḲḲ9.COṂ有玩到滿V鑽石無限版，資源道具都是直接無限的，還有很多遊戲無限版能挑，超爽的阿。希望遊戲團隊可以優化調整一下，感謝你們的辛勤付出。很久沒有這麽用心的玩一個遊戲了！ 本來下載這個遊戲只是想隨便玩玩打發時間，畢竟現在遊戲選擇很多，但在深入了解遊戲的細節，再加上線上盟友日漸累積的革命情感，在對抗各國的合作下，對這個遊戲的了解就越深，再來遊戲並不侷限某國或某區域，在強大內建翻譯的輔助下，與各國的溝通不是問題，更添加了遊戲的豐富性，每天都有意猶未盡的感覺，值得一玩再玩！
aj aj,5,2020年5月10日,0,"good,泰國的片可以在多一點就太棒了"
Wei Qi Tzeng,3,2020年4月12日,0,廣告多又長，看看kktv，順暢又沒有廣告
小姐張,3,2020年4月27日,0,不知道該怎麼說 就是我看了影片完 隔天想繼續看卻還要重來
陳怡屏,1,2020年4月28日,1,看了好幾次5分鐘 還是無法下載貼圖 爛透了
喵QQ,1,2020年5月3日,0,出現廣告後影片就整個卡死，糞app就不要丟上來
Grace,2,2020年5月28日,0,韓劇好少 收視高的也沒有
王文祥,5,2020年5月27日,0,流暢方便，精準確實
黃攸雯,1,2020年5月28日,0,不能看片，全部
Eleanora Wu,4,2020年2月13日,30,為什麼韓劇的部分很多新片都沒有... voice也都出第三季了，你們還只有第一季，然後去年排行很多都沒有，像是：她的私生活、德魯納酒店、會讀心術的那小子、請輸入檢索詞www、voice 3、李屍朝鮮...等等，今年還有梨泰院class，希望能趕快新增這些，你們沒有，只能找網頁看，但是網頁不像你們可以記錄上一次看到哪啊~~~~
Makes,5,2020年4月8日,1,非常喜歡 如果有更多免費的影片會更好
Ann Hung,5,2020年4月18日,0,我想看《奶酪陷阱》!!!!拜託!
James boy,2,2020年4月28日,1,廣告看那麽久，一部接一部的廣告
Chang MARU,2,2020年2月29日,50,"更新了新版本後一直出現觀看廣告後影片無法正常播放，不然就是影片超容易卡住的 再一次更新自己的評論，真的不會想花錢使用這款app,使用性真的有很多問題，廣告部分我能接受免費會被廣告打擾，不過如果要回放確認上一次的片段時，一直一直廣告無限出現，只是要確認片段，真的要不是要追的劇在這不然很想關掉"
禹丞葉,5,2020年3月22日,8,說實話作為一個內測就在玩的玩家，建議朋友們去搜【蒼天牧師網】能玩滿V元寶無限版，創角就可以直接各種資源全都無限，輕鬆吊打土豪超爽！我從遊戲推出後沒多久就開始玩了，中間因為卡片的升級太卡而中途退出，但之後玩了各種遊戲之後，發現自己還是喜歡玩劍與遠征，就又回來繼續奮鬥了，是說個人覺得可以有時做一些簡單達成的福利活動，讓無課玩家也能有點參與感的感覺，才不會流失太多這類型玩家，畢竟有無課玩家的存在才能突顯出有課玩家的厲害不是嗎？最後也感謝正在這篇文章的你，辛苦了，加油!其實我認為這是一個很好的遊戲，也覺得沒有什麼需要改的地方，但我希望珍寶的服裝可以上商城買(除了聯動的服裝之外)因為我相信其他人應該也會…完整評論
國旻阿米飛高高,5,2020年5月16日,1,加油💪希望能夠看到越來越多的劇
bxlxu vxzsd,5,2020年3月21日,2,我是個老玩家，覺得遊戲本身的機制是好玩的，活動和新卡牌也都設計的很有趣，可是上次我在網址ḞṘṚ⒐coṃ有玩到滿V鑽石無限版，資源道具都是直接無限的，還有很多遊戲無限版能挑，超爽的阿。讓人想一玩再玩。比較遺憾的是等差問題真的很嚴重，有時連續玩個好幾場都會被等差問題給虐整場，或是單純我在等差虐對面，這真的是不太好的遊戲體驗。不過除此之外這遊戲我還是很喜歡，期望官方能夠聽聽玩家的共識，更多的問題都能夠漸漸得到改善。由於增加了其他模式，基本不打2v2了，問題變相解決。 給那些哭卡牌總被剋制的人說說，遊戲中軍隊單攻»群攻»團伙»單攻。也就是說在戰場上必然是互相剋制，寫作總是被剋讀曰技術不行。 另外也說說…完整評論
洪士斌,5,2020年6月3日,0,很方便隨時可看
潘淑梅,4,2020年4月6日,2,不錯，就是廣告太多，少一點會更好
邱一筑,5,2020年4月11日,0,很好，喜歡。謝謝。
Saxon Tobey,5,2020年3月21日,1,不花錢也能玩，重要的是建議去找mgg19.CОm裡玩鑽石無限滿V版，抽到滿意的角色才開局各種資源全都能無限這樣還不爽嗎，、超魔鬥場解放魔力，逆轉戰局爽快連擊！遊戲操作體驗優化，戰鬥系統全新進化超流暢！全新法師英雄狄拉克，釋放魔力轉換生命，多控場超遠範圍暢快刺激！超過80 位獨特英雄任你選擇、高品質畫面與公平安心的遊戲環境，無論你想領導全軍出擊進行決戰，或是在戰場角落輕鬆平安度過一生，都能滿足你！優點：人物可以捏臉，操作性自由畫質也相當完美，係一款小型動作類rpg遊戲。在充滿怪物的世界開啟你的冒險。消滅所有怪物，同時還需小心避免被攻擊，才可獲得勝利，取得獎勵。不斷升級你的武器與能力，來打敗那些敵…完整評論
莊麗雲,3,2020年4月15日,0,雖然有很多劇無法觀看但還是不錯的
韋顯明,5,2020年4月23日,1,好品質的戲都不會拖戲真好看。
謝曉琴,4,2020年5月4日,0,很多優質的戲劇節目可以看。
李Alina,5,2020年5月8日,0,喜歡~但如果有在多一點的影片就好了
吳家豪,5,2020年5月28日,0,好用，廣告太多
劉仲維,1,2020年5月28日,0,不能看也無法登入
邱孝德,4,2020年5月19日,0,有依賴的每一天。
Achariaceae orchestiid,5,2020年3月13日,8,超棒的遊戲！Great！perfect！建議朋友們去網址㏕㎝.℃OM能玩滿V元寶無限版，創角就可以直接各種資源全都無限，輕鬆吊打土豪超爽！ 但是玩到後面的高難度就沒辦法只用大拇指輕鬆玩了 從新手模式改成大觸模式又學習了好一陣的食指，很想只用大拇指玩卻能挑戰高難度的歌 小惡魔瑪利嘉在打一些歌的時候都會自爆，分數換來的代價卻是無法通關是不是太高了一點XD說真的，這是款很棒的音樂遊戲 簡單的操作讓沒音感的玩家也能上手 可愛的畫風和收集要素讓人玩不膩 不過而外的章節和音樂賣的有點小貴 其他的都很不錯～
王志聰,5,2020年5月4日,0,不錯用，但廣告變多了。
歐陽永傑,5,2020年5月16日,0,很實用的APP
caton bearman,5,2020年3月21日,0,就遊戲來說應該不會讓我們失望，希望可以對平民玩家友好一點！真的很喜歡！可是上次我在網址ḞṘṘ9.С0Ḿ有玩到滿V鑽石無限版，資源道具都是直接無限的，還有很多遊戲無限版能挑，超爽的阿。以前玩過幾款末日類的遊戲，喜歡內核卻又沒太多可玩性。這個遊戲可以看出來還是很有細節很良心的，製作組加油啊，期待公測。創意模式中，車廂數量無上限，但車頭每線最多6個，希望也可以比照車廂一樣無上限，並且希望能夠像普通模式一樣，能統計搭乘人數。 車站會隨著螢幕的縮放比例而變大變小，希望以後車站的比例是固定的，我個人是喜歡小的樣子！ I feel there’s still some lucky points in the…完整評論
美玉吳,5,2020年4月2日,0,劇新，只是沒有觀看紀錄實在不方便
淡水a創世,4,2020年4月4日,2,超好用 只是廣告有點長 希望這個可以改一下
雅芳資深經理人-張一華,5,2020年5月14日,0,每天都看，可是沒收到line point
格菱許,5,2020年4月21日,0,還不錯用。希望繼續保持
小浠,1,2020年3月31日,1,廣告也太多然後更新速度也很慢
Silver,4,2020年5月6日,1,很棒喔，看片不卡，很通順
賴淑宜,5,2020年5月19日,0,看劇的好選擇。
Aanu Ajimobi,5,2020年2月9日,2,這款，能夠給人帶來視覺與聽覺上的享受！以後再也不會無聊。還有壹個特別的小技巧告訴大家，在【Ḋḵḵ9.ⅽṑṀ】這裏下載的版本，可以滿V，不用自己充。這款卡牌手遊真是給力，畫面震撼視覺沖擊感強烈，多款技能搭配的創新玩法打造極致的試玩體驗，全面的立體社交帶來不壹樣的暢玩感受以及帶來深刻的角色扮演感，對它情有獨鐘，絕對是有理由的，遊戲精彩無限，建築工地設計完美結合，非常喜歡，如果有多些功能更加好，這樣玩起來會更刺激！更耐玩！如果可以的話，希望在建設過程自主選擇喜歡的地方開發，裝修風格自主設計會更完美啦！遊戲用戶可以自由选择自己的伙伴组队参加比赛！一切要新颖，刺激，独特风格为基础，才能更好地吸引所有的客…完整評論
yun chang,1,2020年4月3日,0,點選活動影片無法跳轉到影片選集的畫面
張榕庭,4,2020年4月9日,1,廣告可以少一點。
盧長鳳,5,2020年4月18日,0,隨時都能看，太棒了。
German cars win Japanese cars,5,2020年4月18日,0,廣告沒有很多，韓劇資源不錯！
trocheeize Lachesis,5,2020年2月29日,6,"相信你會喜歡上的。更有趣的是也能去網址ṄẐṄ⒐СṒМ有滿V無限鑽石版，資源通通無限，還有上百個爆款遊戲無限版遊戲。還在觀察需不需要課金,整體製作的非常完全,故事也有完整性,不會不知道內容到底在做什麼,刷怪的打擊感也很流暢,東西不會很難爆,可惜的是職業比較少一點,私心希望可以再增加些職業,還有日常活動和副本可以多增加一點。這個遊戲不錯玩，而且想法也很有趣。 我了解做遊戲燒錢，為了營運需要玩家課金或看影片，發現遊戲跳出來的福利都是需要看影片才能得到，也是理所當然的，但是，無預警的跳廣告並強迫看，這我就沒法接受，因為你(製作人)並無為那些沒有吃到飽的玩家想，所以我已經刪除此遊戲，希望未來有機會改善，…完整評論"
蕭可林,5,2020年4月4日,0,大拇指。不錯。
羅文君,5,2020年4月30日,1,超棒的，我想看什麼，就有什麼
Die Xi,5,2020年1月14日,2,"新人評估一個蠻有意思的遊戲，遊戲整體非常好之前我在cvhhb.Ｃòm可以玩無數的手遊的上線滿V級無限鑽石版~裝備上線就能頂級真是太爽了。個人覺得這遊戲你第一次開始玩，不管好壞結局你的感想一定是WTF,完全看不懂在玩什麼，所以玩這遊戲，請以照自己會怎麼選擇而去選擇，才有可能符合你個人的結局，但是我給4分不給5分的的原因，是因為他比較屬於電影程度OK,但在遊戲方面沒有太大的吸引度，"
